NameOfWine, WineName,WineLWIN,WineYear,WineYear1,WinePrice,WinePrice1
Aurelien Verdet Vosne-Romanee - 2013,Romanee,1027837.0,2013,2013,115.0,£ 648
Benjamin Leroux Les Suchots Vosne-Romanee Premier Cru - 2013,Romanee,1027837.0,2013,2013,115.0,"£ 1,100"
Benjamin Leroux Vosne-Romanee - 2013,Romanee,1027837.0,2013,2013,115.0,£ 936
Chateau Bel Air Bordeaux Superieur - 2015,Bel Air,1058028.0,2015,2015,60.0,
Chateau Bel Air Haut-Medoc Cru Bourgeois - 2015,Bel Air,1058028.0,2015,2015,60.0,"£ 4,116"
Chateau Bel Air La Royere Cotes de Bordeaux Blaye - 2015,Bel Air,1058028.0,2015,2015,60.0,£ 205
Chateau Bel Air Marquis d'Aligre Margaux - 2015,Bel Air,1058028.0,2015,2015,60.0,
Chateau Bel Air Perponcher Blanc Bordeaux - 2015,Bel Air,1058028.0,2015,2015,60.0,£ 156
Chateau Bel Air Perponcher Bordeaux - 2015,Bel Air,1058028.0,2015,2015,60.0,£ 96
Chateau Bel Air Pomerol - 2015,Bel Air,1058028.0,2015,2015,60.0,£ 360
Chateau Bel Air Pouilly-Fume - 2015,Bel Air,1058028.0,2015,2015,60.0,£ 204
Chateau Bel Air Puisseguin Saint Emilion - 2015,Bel Air,1058028.0,2015,2015,60.0,£ 146
Chateau Bel Air Reserve - 2015,Bel Air,1058028.0,2015,2015,60.0,£ 108
Domaine Albert Morot Beaune Bressandes Premier Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 632
Domaine Antonin Guyon Corton Les Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 690
Domaine Chandon de Briailles Corton Les Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,"£ 1,090"
Domaine de la Pousse d'Or Corton Les Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 830
Domaine des Croix Beaune Les Bressandes Premier Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 480
Domaine Didier Meuneveux Corton Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 900
Domaine du Comte Senard Corton Les Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,
Domaine Dubreuil-Fontaine Pere et Fils Corton Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 665
Domaine Edmond Cornu & Fils Corton-Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 823
Domaine Follin-Arbelet Corton Les Bressandes Grand Cru - 2016,Bressandes,1058435.0,2016,2016,60.0,£ 694
Albert Grivault Meursault Clos des Perrieres Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,
Albert Grivault Meursault Perrieres Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,
Bouchard Pere et Fils Meursault Les Perrieres Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,£ 540
Camille Giroud Corton Les Perrieres Grand Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,£ 756
Catherine et Pierre Breton Bourgueil Les Perrieres - 2004,Perrieres,1247745.0,2004,2004,50.0,
Chanson Pere & Fils Meursault Les Perrieres Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,
Domaine Bitouzet-Prieur Les Perrieres Meursault Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,
Domaine Darviot-Perrin Meursault Les Perrieres Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,
Domaine de Montille Beaune Les Perrieres Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,£ 528
Domaine des Comtes Lafon Meursault Perrieres Premier Cru - 2004,Perrieres,1247745.0,2004,2004,50.0,"£ 2,677"
Albert Bichot Chambolle Musigny Les Amoureuses Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 2,245"
"Alex Gambal Les Amoureuses, Chambolle-Musigny Premier Cru - 2015",Amoureuses,1383551.0,2015,2015,500.0,
Benjamin Leroux Chambolle-Musigny Les Amoureuses Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 2,618"
Domaine Amiot Servelle Chambolle-Musigny Les Amoureuses Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 2,396"
Domaine Bertheau Chambolle-Musigny Les Amoureuses Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 3,240"
Domaine Comte Georges de Vogue Chambolle Musigny Les Amoureuses Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 8,610"
Domaine de la Pousse d'Or Chambolle-Musigny Les Amoureuses Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 2,519"
Domaine Fourrier Les Amoureuses Vieille Vigne Chambolle-Musigny Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 5,420"
Domaine Georges Roumier Chambolle Musigny Les Amoureuses Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 46,450"
Domaine J-F Mugnier Les Amoureuses Chambolle Musigny Premier Cru - 2015,Amoureuses,1383551.0,2015,2015,500.0,"£ 17,418"
Anne Parent Les Renardes Corton Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,"£ 1,248"
Charles Van Canneyt Corton-Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,
Domaine d'Ardhuy Corton Les Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,£ 792
Domaine Leroy Corton-Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,"£ 63,400"
Domaine Marius Delarche Corton Les Renardes Vieilles Vignes Reserve Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,£ 540
Domaine Michel Gaunoux Corton-Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,"£ 1,431"
Domaine Michel Mallard et Fils Corton Les Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,£ 696
Domaine Simon Bize & Fils Corton-Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,
Jean-Michel Gaunoux Corton-Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,
Lucien Le Moine Corton-Renardes Grand Cru - 2015,Renardes,1543762.0,2015,2015,58.0,"£ 1,285"
Bouchard Pere et Fils Puligny Montrachet Les Champs Gains Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 721
Caroline Morey Les Champs Gains Chassagne-Montrachet Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 840
Domaine Faiveley Puligny-Montrachet Les Champs Gains Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 668
Domaine Jean-Marc Pillot Chassagne Montrachet Les Champs Gains Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 768
Domaine Michel Bouzereau & Fils Puligny-Montrachet Les Champs Gains Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 605
Fernand & Laurent Pillot Chassagne-Montrachet Les Champs Gains Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 433
Francois Carillon Puligny-Montrachet Les Champs Gains Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 834
Olivier Leflaive Puligny-Montrachet Les Champs Gains Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 724
Paul Pillot Les Champs Gains Chassagne Montrachet Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,£ 820
Pierre-Yves Colin-Morey Puligny-Montrachet Champs Gain Premier Cru - 2017,Champs Gains,1078028.0,2017,2017,68.0,"£ 1,494"
Albert Bichot Gevrey Chambertin Les Lavaux Saint Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,£ 756
Claude Dugat Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,"£ 2,136"
Domaine Armand Rousseau Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,"£ 2,950"
Domaine Confuron-Cotetidot Gevrey Chambertin Lavaut Saint Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,£ 860
Domaine Denis Mortet Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,"£ 1,574"
Domaine Dugat-Py Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,"£ 2,332"
Domaine Faiveley Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,£ 720
Domaine Humbert Freres Lavaux Saint-Jacques Gevrey Chambertin Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,
Domaine Maume Gevrey-Chambertin Lavaut Saint-Jacques Premier Cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,£ 835
Domaine Tortochot Lavaux Saint-Jacques Gevrey-Chambertin Premier cru - 2014,Lavaux St Jacques,1216541.0,2014,2014,100.0,£ 484
Albert Grivault Meursault Clos des Perrieres Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,"£ 1,210"
Albert Grivault Meursault Perrieres Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,"£ 1,151"
Antonin Rodet Puligny-Montrachet Les Perrieres Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,
Bouchard Pere et Fils Meursault Les Perrieres Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,"£ 1,080"
Catherine et Pierre Breton Bourgueil Les Perrieres - 2014,Perrieres,1070804.0,2014,2014,60.0,£ 232
Chanson Pere & Fils Meursault Les Perrieres Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,"£ 1,008"
Domaine Ballot-Millot Meursault Les Perrieres Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,£ 974
Domaine Bitouzet-Prieur Les Perrieres Meursault Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,£ 612
Domaine Bzikot Pere et Fils Les Perrieres Puligny-Montrachet Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,£ 648
Domaine Darviot-Perrin Meursault Les Perrieres Premier Cru - 2014,Perrieres,1070804.0,2014,2014,60.0,"£ 1,480"
Domaine Bachelet-Monnot Puligny-Montrachet Les Referts - 2018,Referts,1070963.0,2018,2018,54.0,£ 703
Domaine Jacques Carillon Puligny-Montrachet Les Referts Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 920
Domaine Jean Marc Boillot Puligny-Montrachet Les Referts Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 640
Domaine Marc Morey & Fils Puligny-Montrachet Les Referts Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 623
Etienne Sauzet Puligny-Montrachet Les Referts Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 920
Jean-Philippe Fichet Puligny-Montrachet Les Referts Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 660
Latour; Louis Puligny Montrachet Les Referts - 2018,Referts,1070963.0,2018,2018,54.0,£ 792
Louis Jadot Puligny-Montrachet Les Referts Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 636
Mischief and Mayhem Les Referts Puligny-Montrachet Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 864
Olivier Leflaive Puligny-Montrachet Les Referts Premier Cru - 2018,Referts,1070963.0,2018,2018,54.0,£ 756
Albert Bichot Chambolle Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,
Benjamin Leroux Chambolle-Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 2,459"
Domaine Amiot Servelle Chambolle-Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 16,271"
Domaine Bertheau Chambolle-Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 3,321"
Domaine Comte Georges de Vogue Chambolle Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 7,200"
Domaine de la Pousse d'Or Chambolle-Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 2,300"
Domaine Fourrier Les Amoureuses Vieille Vigne Chambolle-Musigny Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,
Domaine Georges Roumier Chambolle Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 29,950"
Domaine J-F Mugnier Les Amoureuses Chambolle Musigny Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 16,976"
Domaine Patrice et Michele Rion Chambolle Musigny Les Amoureuses Premier Cru - 2012,Amoureuses,1152449.0,2012,2012,417.0,"£ 2,196"
Armand Rousseau Assortment - 2005,Assortment,1028645.0,2005,2005,3375.0,
Domaine de la Romanee-Conti Assortment Case - 2005,Assortment,1028645.0,2005,2005,3375.0,
Domaine Ponsot Grand Cru Assortment - 2005,Assortment,1028645.0,2005,2005,3375.0,
E. Guigal Assortment: La Landonne - La Turque - La Mouline Cote Rotie - 2005,Assortment,1028645.0,2005,2005,3375.0,"£ 4,935"
Follin Arbelet Grand Cru Assortment - 2005,Assortment,1028645.0,2005,2005,3375.0,
Roberto Voerzio Barolo Assortment Case - 2005,Assortment,1028645.0,2005,2005,3375.0,"£ 20,688"
Albert Grivault Meursault Clos des Perrieres Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,"£ 1,421"
Albert Grivault Meursault Perrieres Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,"£ 1,111"
Bouchard Pere et Fils Meursault Les Perrieres Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,£ 650
Catherine et Pierre Breton Bourgueil Les Perrieres - 2016,Perrieres,1428184.0,2016,2016,75.0,£ 132
Chanson Pere & Fils Meursault Les Perrieres Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,"£ 1,022"
Domaine Ballot-Millot Meursault Les Perrieres Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,£ 955
Domaine Bitouzet-Prieur Les Perrieres Meursault Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,£ 687
Domaine Bzikot Pere et Fils Les Perrieres Puligny-Montrachet Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,
Domaine Darviot-Perrin Meursault Les Perrieres Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,"£ 1,100"
Domaine de Montille Beaune Les Perrieres Premier Cru - 2016,Perrieres,1428184.0,2016,2016,75.0,£ 564
Albert Bichot Domaine du Clos Frantin Aloxe-Corton Clos des Marechaudes Monopole Premier Cru - 2015,Marechaudes,1509272.0,2015,2015,110.0,£ 457
Albert Bichot Domaine du Pavillon Corton Clos des Marechaudes Grand Cru - 2015,Marechaudes,1509272.0,2015,2015,110.0,"£ 1,093"
Domaine Chandon de Briailles Corton Les Marechaudes Grand Cru - 2015,Marechaudes,1509272.0,2015,2015,110.0,"£ 1,168"
Domaine Cornu Corton Les Marechaudes Grand Cru - 2015,Marechaudes,1509272.0,2015,2015,110.0,£ 744
Heritier de Baudricourt Corton Clos Des Marechaudes Grand Cru - 2015,Marechaudes,1509272.0,2015,2015,110.0,
Maison Capitain-Gagnerot Corton Les Marechaudes Grand Cru - 2015,Marechaudes,1509272.0,2015,2015,110.0,£ 516
Maison Doudet Naudin Aloxe Corton Les Marechaudes Premier Cru - 2015,Marechaudes,1509272.0,2015,2015,110.0,
Albert Bichot Gevrey Chambertin Les Lavaux Saint Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,
Claude Dugat Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,"£ 3,000"
Domaine Armand Rousseau Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,"£ 5,222"
Domaine Confuron-Cotetidot Gevrey Chambertin Lavaut Saint Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,£ 792
Domaine Denis Mortet Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,"£ 2,652"
Domaine Dugat-Py Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,"£ 2,700"
Domaine Maume Gevrey-Chambertin Lavaut Saint-Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,£ 852
Joseph Drouhin Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,
Louis Jadot Gevrey Chambertin Lavaux Saint-Jacques Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,
Rene Leclerc Lavaux Saint Jacques Gevrey-Chambertin Premier Cru - 2009,Lavaux St Jacques,1030051.0,2009,2009,183.0,
Domaine des Croix Corton La Vigne au Saint Grand Cru - 2012,Vigne Au Saint,1194629.0,2012,2012,115.0,£ 554
Domaine Faiveley Nuits-Saint-Georges Aux Vignerondes AOP Premier Cru - 2012,Vigne Au Saint,1194629.0,2012,2012,115.0,£ 478
Domaine Hubert Lamy Derriere Chez Edouard Rouge Vieilles Vignes Saint-Aubin Premier Cru - 2012,Vigne Au Saint,1194629.0,2012,2012,115.0,£ 324
Domaine Jean Tardy Nuits-Saint-Georges Aux Bas de Combe Vieilles Vignes - 2012,Vigne Au Saint,1194629.0,2012,2012,115.0,£ 852
Domaine Meo-Camuzet Corton La Vigne au Saint Grand Cru - 2012,Vigne Au Saint,1194629.0,2012,2012,115.0,"£ 1,595"
Henri Prudhon & Fils Sur le Sentier du Clou Vieilles Vignes Saint-Aubin Premier Cru - 2012,Vigne Au Saint,1194629.0,2012,2012,115.0,
Louis Latour Clos de la Vigne au Saint Corton Grand Cru - 2012,Vigne Au Saint,1194629.0,2012,2012,115.0,£ 672
Louis Jadot Domaine Duc de Magenta Morgeot Clos de la Chapelle Monopole Rouge Chassagne Montrachet Premier Cru - 2014,Morgeot Clos Chapelle,1313992.0,2014,2014,220.0,
Louis Jadot Morgeot Clos de la Chapelle Domaine du Duc Magenta Premier Cru - 2014,Morgeot Clos Chapelle,1313992.0,2014,2014,220.0,
Domaine Arnaud Ente Meursault La Seve du Clos - 2016,Seve Clos,1138353.0,2016,2016,1600.0,"£ 11,100"
Camille Giroud Corton Clos du Roi Grand Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,
Chanson Pere & Fils Beaune Clos du Roi Premier Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,
Coudert Pere Clos de la Roilette Fleurie - 2005,Clos Roi,1776559.0,2005,2005,142.0,£ 204
Coudert Pere 'Clos de la Roilette' Fleurie Cuvee Tardive - 2005,Clos Roi,1776559.0,2005,2005,142.0,
Domaine Baron Thenard Corton Clos du Roi Grand Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,
Domaine Chandon de Briailles Corton Clos du Roi Grand Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,"£ 1,080"
Domaine d'Ardhuy Corton Clos du Roi Grand Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,£ 770
Domaine de la Pousse d'Or Corton Clos du Roi Grand Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,
Domaine de la Vougeraie Beaune Clos du Roi Premier Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,
Domaine de la Vougeraie Corton Clos du Roi Grand Cru - 2005,Clos Roi,1776559.0,2005,2005,142.0,"£ 1,380"
Benjamin Leroux Gevrey Chambertin Les Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,£ 543
Chateau de Marsannay Les Champeaux Gevrey Chambertin Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,£ 582
Domaine Alain Burguet Gevrey-Chambertin Les Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,
Domaine Charles Mortet Gevrey Chambertin Les Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,
Domaine Denis Mortet Gevrey Chambertin Les Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,"£ 1,440"
Domaine Dugat-Py Gevrey Chambertin Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,"£ 1,987"
Domaine Duroche Gevrey-Chambertin Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,£ 779
Domaine Fourrier Gevrey Chambertin Les Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,"£ 1,350"
Domaine Fourrier Gevrey Chambertin Les Champeaux Vielles Vignes - 2014,Champeaux,1032303.0,2014,2014,133.0,"£ 1,350"
Domaine Harmand Geoffroy Gevrey Chambertin Champeaux Premier Cru - 2014,Champeaux,1032303.0,2014,2014,133.0,£ 588
Alain Jeanniard Morey-Saint-Denis Vieilles Vignes - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,£ 372
Albert Boxler Riesling Sommerberg Vieilles Vignes Lot D Sommerberg Grand Cru - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,
Alex Gambal Gevrey-Chambertin Vieilles Vignes - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,
Alex Gambal Vosne-Romanee Vieilles Vignes - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,£ 720
Anne et Sebastien Bidault Gevrey Chambertin Cuvee Vieilles Vignes - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,
Antoine Geoffroy Chambolle-Musigny Vieilles Vignes - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,
Bernard Faurie Saint-Joseph Vieilles Vignes - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,£ 672
Bollinger Vieilles Vignes Francaises Blanc de Noirs Champagne - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,
Bruno Desaunay-Bissey Les Beaux Monts Vieilles Vignes Vosne Romanee Premier Cru - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,£ 696
Bruno Desaunay-Bissey Vosne Romanee Vieilles Vignes - 2012,Vieilles Vignes,1032361.0,2012,2012,67.0,
Albert Bichot Domaine du Pavillon Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,395"
Benjamin Leroux Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,250"
Bouchard Pere et Fils Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,390"
Camille Giroud Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,476"
Chanson Pere & Fils Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,212"
Charles Van Canneyt Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,488"
Chateau Genot Boulanger Corton-Charlemagne Premier Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,464"
Domaine Antonin Guyon Corton-Charlemagne Blanc Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,267"
Domaine Bertagna Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 1,300"
Domaine Bonneau du Martray Corton-Charlemagne Grand Cru - 2018,Charlemagne,1070497.0,2018,2018,124.0,"£ 2,790"
Alain Jeanniard Morey-Saint-Denis Vieilles Vignes - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,£ 446
Albert Boxler Riesling Sommerberg Vieilles Vignes Lot D Sommerberg Grand Cru - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,£ 794
Alex Gambal Gevrey-Chambertin Vieilles Vignes - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,
Alex Gambal Vosne-Romanee Vieilles Vignes - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,£ 612
Bruno Desaunay-Bissey Les Beaux Monts Vieilles Vignes Vosne Romanee Premier Cru - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,
Bruno Desaunay-Bissey Vosne Romanee Vieilles Vignes - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,£ 360
Cave des Vignerons de Buxy Montagny Vieilles Vignes Blanc - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,£ 72
Chateau Bouscasse Madiran Vieilles Vignes - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,£ 228
Chateau Clarisse Vieilles Vignes - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,£ 385
Chateau de Beaucastel Chateauneuf-du-Pape Blanc Roussanne Vieilles Vignes - 2016,Vieilles Vignes,1715246.0,2016,2016,45.0,"£ 1,192"
Danjean-Berthoux Clos du Cras Long Givry Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,£ 156
Domaine Antonin Guyon Chambolle Musigny Les Cras Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,£ 430
Domaine Bertagna Vougeot Les Cras Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,
Domaine Bruno Clavelier Nuits Saint Georges Aux Cras Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,"£ 1,197"
Domaine Buisson-Charles Meursault Les Cras Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,£ 690
Domaine de la Vougeraie Vougeot Les Cras Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,£ 924
Domaine de Montille Pommard Les Cras - 2016,Cras,1323753.0,2016,2016,104.0,
Domaine du Comte Liger-Belair Nuits-Saint-Georges Les Cras Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,"£ 10,109"
Domaine Francois Lamarche Nuits Saint Georges Les Cras Premier Cru - 2016,Cras,1323753.0,2016,2016,104.0,£ 708
Domaine Francois Lumpp Clos du Cras Long - 2016,Cras,1323753.0,2016,2016,104.0,£ 330
Verget Pouilly Fuisse Terroir de Vergisson La Roche - 2018,Vergisson Roche,1081109.0,2018,2018,11.0,£ 288
Domaine Ballot-Millot Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 526
Domaine Emile Jobard-Morey Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 444
Domaine Hubert Chavy Chouet Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 405
Domaine Pierre Girardin Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 693
Domaine Remi Jobard Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 625
Dominique Lafon Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 816
Latour-Giraud Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 423
Pierre-Yves Colin-Morey Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,
Vincent Girardin Meursault Les Narvaux - 2018,Narvaux,1070790.0,2018,2018,36.0,£ 657
Bouchard Pere et Fils Meursault Les Clous - 2017,Clous,1062063.0,2017,2017,28.0,£ 370
Domaine A&P de Villaine Bourgogne Cote Chalonnaise Les Clous - 2017,Clous,1062063.0,2017,2017,28.0,£ 219
