NameOfWine, WineName,WineLWIN,WineYear,WineYear1,WinePrice,WinePrice1
Chateau De La Maltroye Chassagne Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 408
Domaine Blain Gagnard Chassagne Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 775
Domaine Bruno Colin La Boudriotte Chassagne-Montrachet Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 594
Domaine Fontaine-Gagnard Chassagne Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 503
Domaine Gagnard Delagrange Chassagne Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 468
Domaine Jean-Claude Bachelet Chassagne Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 597
Domaine Jean-Claude Bachelet Chassagne Montrachet La Boudriotte Rouge Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 540
Domaine Jean-Noel Gagnard Chassagne-Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,£ 639
Domaine Lamy-Pillot Chassagne Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,
Domaine Ramonet Chassagne-Montrachet La Boudriotte Premier Cru - 2017,Boudriotte,1078972.0,2017,2017,100.0,"£ 1,340"
Bouchard Pere et Fils Meursault Les Clous - 2015,Clous,1230682.0,2015,2015,650.0,£ 334
Domaine A&P de Villaine Bourgogne Cote Chalonnaise Les Clous - 2015,Clous,1230682.0,2015,2015,650.0,£ 193
Domaine d'Ardhuy Savigny Les Beaunes Aux Clous Premier Cru - 2015,Clous,1230682.0,2015,2015,650.0,£ 190
Domaine De Villaine Bourgogne Cote Chalonnaise Les Clous Aime - 2015,Clous,1230682.0,2015,2015,650.0,£ 193
Domaine Lebreuil Aux Clous Savigny les Beaune Premier Cru - 2015,Clous,1230682.0,2015,2015,650.0,£ 504
Domaine Prieure Roch Vosne-Romanee Les Clous - 2015,Clous,1230682.0,2015,2015,650.0,"£ 4,656"
Domaine Seguin-Manuel Meursault Les Clous - 2015,Clous,1230682.0,2015,2015,650.0,£ 360
Louis Chenu Pere & Filles Aux Clous Savigny-les-Beaune Premier Cru - 2015,Clous,1230682.0,2015,2015,650.0,£ 264
Olivier Leflaive Les Clous Rully Premier Cru - 2015,Clous,1230682.0,2015,2015,650.0,£ 252
Patrick Javillier Meursault Les Clousots - 2015,Clous,1230682.0,2015,2015,650.0,£ 445
Alain Jeanniard Morey-Saint-Denis Vieilles Vignes - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,£ 348
Albert Boxler Riesling Sommerberg Vieilles Vignes Lot D Sommerberg Grand Cru - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,£ 523
Alex Gambal Vosne-Romanee Vieilles Vignes - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,£ 660
Bruno Desaunay-Bissey Grands-Echezeaux Grand Cru Vieilles Vignes - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,
Bruno Desaunay-Bissey Les Beaux Monts Vieilles Vignes Vosne Romanee Premier Cru - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,
Bruno Desaunay-Bissey Vosne Romanee Vieilles Vignes - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,£ 540
Cave des Vignerons de Buxy Montagny Vieilles Vignes Blanc - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,£ 132
Chateau Bouscasse Madiran Vieilles Vignes - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,£ 193
Chateau Clarisse Vieilles Vignes - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,£ 345
Chateau de Beaucastel Chateauneuf-du-Pape Blanc Roussanne Vieilles Vignes - 2017,Vieilles Vignes,1025253.0,2017,2017,33.33,"£ 1,354"
Domaine Alain Michelot Nuits Saint Georges Les Chaignots Premier Cru - 2016,Chaignots,1025178.0,2016,2016,52.5,
Domaine de Bellene Aux Chaignots Nuits-Saint-Georges Premier Cru - 2016,Chaignots,1025178.0,2016,2016,52.5,£ 588
Domaine Faiveley Nuits-Saint-Georges Aux Chaignots Premier Cru - 2016,Chaignots,1025178.0,2016,2016,52.5,£ 540
Domaine Georges Mugneret Gibourg Nuits-Saint-Georges Les Chaignots Premier Cru - 2016,Chaignots,1025178.0,2016,2016,52.5,"£ 1,802"
Domaine Gerard Mugneret Nuits Saint Georges Aux Chaignots Premier Cru - 2016,Chaignots,1025178.0,2016,2016,52.5,
Domaine Robert Chevillon Nuits-Saint-Georges Aux Chaignots Premier Cru - 2016,Chaignots,1025178.0,2016,2016,52.5,£ 750
Nicolas Potel Maison Roche de Bellene Nuits-Saint-Georges Aux Chaignots Premier Cru - 2016,Chaignots,1025178.0,2016,2016,52.5,£ 588
Chateau de Beaucastel Hommage a Jacques Perrin Chateauneuf du Pape - 2013,Hommage J Perrin,1108404.0,2013,2013,185.0,"£ 1,800"
Domaine Jean Grivot Nuits-Saint-Georges Ronciere Premier Cru - 2016,Ronciere,1025224.0,2016,2016,53.33,"£ 1,080"
Domaine Robert Chevillon Nuits-Saint-Georges Les Roncieres - 2016,Ronciere,1025224.0,2016,2016,53.33,£ 714
Bernard Morey et Fils Chassagne Montrachet Les Embrazees Premier Cru - 2008,Embrazees,1074411.0,2008,2008,300.0,
Domaine Henri Boillot Chassagne-Montrachet Les Embrazees Premier Cru - 2008,Embrazees,1074411.0,2008,2008,300.0,
Domaine Vincent & Sophie Morey Chassagne Montrachet Les Embrazees Premier Cru - 2008,Embrazees,1074411.0,2008,2008,300.0,£ 612
Pierre-Yves Colin-Morey Les Embrazees Chassagne-Montrachet Premier Cru - 2008,Embrazees,1074411.0,2008,2008,300.0,
Albert Grivault Meursault Clos des Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,"£ 1,465"
Albert Grivault Meursault Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,£ 829
Bouchard Pere et Fils Meursault Les Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,£ 735
Chanson Pere & Fils Meursault Les Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,£ 985
Domaine Ballot-Millot Meursault Les Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,"£ 1,060"
Domaine Bitouzet-Prieur Les Perrieres Meursault Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,£ 731
Domaine Bzikot Pere et Fils Les Perrieres Puligny-Montrachet Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,
Domaine Darviot-Perrin Meursault Les Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,"£ 1,440"
Domaine de Montille Beaune Les Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,£ 523
Domaine de Montille Meursault Les Perrieres Premier Cru - 2017,Perrieres,1025194.0,2017,2017,47.92,£ 876
Domaine Arnaud Ente Volnay Santenots du Milieu Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,"£ 1,640"
Domaine Bernard et Thierry Glantenay Volnay Les Santenots Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,£ 547
Domaine Buisson-Charles Volnay-Santenots Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,£ 639
Domaine Darviot-Perrin Volnay Les Santenots Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,£ 636
Domaine des Comtes Lafon Volnay Santenots-du-Milieu Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,£ 935
Domaine Faiveley Volnay Santenots Volnay Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,£ 528
Domaine Jacques Prieur Meursault Santenots Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,£ 795
Domaine Jacques Prieur Volnay Clos de Santenots Monopole Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,"£ 1,333"
Domaine Jacques Prieur Volnay Santenots Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,"£ 1,008"
Domaine Marquis d'Angerville Meursault Santenots Premier Cru - 2017,Santenots,1025963.0,2017,2017,33.33,£ 900
Bouchard Pere et Fils Nuits-Saint-Georges Les Cailles Premier Cru - 2016,Cailles,1025165.0,2016,2016,88.33,£ 960
Domaine Alain Michelot Les Cailles Nuits-Saint-Georges Premier Cru - 2016,Cailles,1025165.0,2016,2016,88.33,
Domaine Robert Chevillon Nuits-Saint-Georges Les Cailles Premier Cru - 2016,Cailles,1025165.0,2016,2016,88.33,"£ 1,080"
Lucien Le Moine Nuits Saint Georges Les Cailles Premier Cru - 2016,Cailles,1025165.0,2016,2016,88.33,£ 936
Domaine Joblot Clos de la Servoisine Blanc Givry Premier Cru - 2015,Servoisine,1158702.0,2015,2015,26.0,£ 276
Domaine Joblot Clos de la Servoisine Rouge Givry Premier Cru - 2015,Servoisine,1158702.0,2015,2015,26.0,£ 336
Domaine Bruno Clavelier Corton Le Rognet Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,"£ 1,736"
Domaine Cornu Corton Le Rognet et Corton Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,£ 831
Domaine Meo-Camuzet Corton Clos Rognet Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,"£ 2,510"
Domaine Michel Mallard et Fils Corton Le Rognet Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,
Domaine Pierre Guillemot Le Rognet et Corton Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,£ 684
Domaine Taupenot-Merme Corton Le Rognet Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,"£ 1,085"
Maison Ambroise Bertrand Corton Le Rognet Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,£ 768
Maison Champy Corton Le rognet Grand Cru - 2016,Rognet,1058002.0,2016,2016,87.5,"£ 1,116"
Alex Gambal Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1079100.0,2017,2017,104.17,
Domaine Ramonet Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1079100.0,2017,2017,104.17,
Olivier Leflaive Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1079100.0,2017,2017,104.17,£ 624
Thierry Pillot Puligny-Montrachet Les Enseigneres - 2017,Enseigneres,1079100.0,2017,2017,104.17,£ 638
Domaine Meo-Camuzet Vosne-Romanee Au Cros Parantoux Premier Cru - 1998,Cros Parantoux,1056721.0,1998,1998,2200.0,"£ 17,251"
Emmanuel Rouget Vosne-Romanee Cros Parantoux Premier Cru - 1998,Cros Parantoux,1056721.0,1998,1998,2200.0,"£ 23,400"
Henri Jayer Vosne-Romanee Cros Parantoux Premier Cru - 1998,Cros Parantoux,1056721.0,1998,1998,2200.0,"£ 96,058"
Domaine Hubert Lignier Morey Saint Denis La Riotte Premier Cru - 2016,Riotte,1058057.0,2016,2016,61.67,£ 870
Domaine Jean Michel Guillon & Fils Morey Saint Denis La Riotte Premier Cru - 2016,Riotte,1058057.0,2016,2016,61.67,£ 624
Domaine Perrot-Minot Morey Saint-Denis La Riotte Vieilles Vignes Premier Cru - 2016,Riotte,1058057.0,2016,2016,61.67,"£ 1,422"
Domaine Taupenot-Merme Morey Saint Denis La Riotte Premier Cru - 2016,Riotte,1058057.0,2016,2016,61.67,£ 700
Odoul Coquard La Riotte Morey-Saint-Denis Premier Cru - 2016,Riotte,1058057.0,2016,2016,61.67,£ 580
Au Pied du Mont Chauve Chassagne-Montrachet Clos Saint-Jean Premier Cru - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,£ 564
Chateau de la Maltroye Clos Saint Jean Rouge Chassagne-Montrachet Premier Cru - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,
Clos Saint Jean Blanc Chateauneuf du Pape - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,
Clos Saint Jean Chateauneuf du Pape - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,£ 275
Clos Saint Jean Chateauneuf-du-Pape Vieilles Vignes - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,
Clos Saint Jean Deus Ex Machina Chateauneuf du Pape - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,
Clos Saint Jean La Combe des Fous Chateauneuf du Pape - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,
Clos Saint Jean Sanctus Sanctorum Chateauneuf du Pape - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,
Domaine Amiot Guy et Fils Chassagne-Montrachet Clos Saint Jean Rouge Premier Cru - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,
Domaine Amiot Guy et Fils Chassagne-Montrachet Clos Saint-Jean Premier Cru - 2014,Clos Saint Jean,1053977.0,2014,2014,43.33,£ 576
Domaine Chevillon-Chezeaux Nuits-Saint -Georges Les Bousselots Premier Cru - 2016,Bousselots,1025152.0,2016,2016,48.33,£ 504
Domaine Philippe Gavignet Nuits-Saint-Georges Les Bousselots Premier Cru - 2016,Bousselots,1025152.0,2016,2016,48.33,£ 528
Domaine Robert Chevillon Nuits Saint-Georges Les Bousselots Premier Cru - 2016,Bousselots,1025152.0,2016,2016,48.33,£ 658
Domiane Gerard Julien et Fils Nuits-St-Georges Les Bousselots Premier Cru - 2016,Bousselots,1025152.0,2016,2016,48.33,£ 684
Jean Chauvenet Nuits Saint-Georges Aux Bousselots Premier Cru - 2016,Bousselots,1025152.0,2016,2016,48.33,£ 472
Albert Bichot Chambolle Musigny Les Amoureuses Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,"£ 2,540"
Albert Bichot Chambolle Musigny Les Chabiots Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 657
Albert Bichot Chassagne Montrachet Le Morgeot Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 612
Albert Bichot Domaine du Clos Frantin Vosne-Romanee Les Malconsorts Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,"£ 1,080"
Albert Bichot Domaine Long-Depaquit Les Beugnons Chablis Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 264
Albert Bichot Domaine Long-Depaquit Les Lys Chablis Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 264
Albert Bichot Domaine Long-Depaquit Les Vaillons Chablis Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 232
Albert Bichot Domaine Long-Depaquit Les Vaucoupins Chablis Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 253
Albert Bichot Domaine Long-Depaquit Montee de Tonnerre Chablis Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 300
Albert Bichot Gevrey Chambertin Les Lavaux Saint Jacques Premier Cru - 2016,1er,1271735.0,2016,2016,46.67,£ 828
Domaine Clerget Carelle sous la Chapelle Volnay Premier Cru - 2016,Carelle Sous Chapelle,1025950.0,2016,2016,48.33,£ 580
Domaine Clos de la Chapelle Carelle Sous La Chapelle Volnay Premier Cru - 2016,Carelle Sous Chapelle,1025950.0,2016,2016,48.33,£ 624
Domaine Jean Marc Boillot Volnay Carelle Sous La Chapelle Premier Cru - 2016,Carelle Sous Chapelle,1025950.0,2016,2016,48.33,£ 720
Domaine Paul Pernot Carelle Sous La Chapelle Volnay Premier Cru - 2016,Carelle Sous Chapelle,1025950.0,2016,2016,48.33,
Domaine Yvon Clerget Carelle sous la Chapelle Volnay Premier Cru - 2016,Carelle Sous Chapelle,1025950.0,2016,2016,48.33,£ 601
Domaine Cecile Tremblay Echezeaux du Dessus Grand Cru - 2016,du Dessus,1860106.0,2016,2016,200.0,"£ 13,665"
Domaine Cecile Tremblay Les Rouges du Dessus Vosne-Romanee Premier Cru - 2016,du Dessus,1860106.0,2016,2016,200.0,"£ 3,816"
Domaine Coffinet-Duvernay Chassagne Montrachet Les Blanchots Dessus Premier Cru - 2016,du Dessus,1860106.0,2016,2016,200.0,£ 398
Domaine de Montille Meursault Les Narvaux du Dessus - 2016,du Dessus,1860106.0,2016,2016,200.0,
Domaine du Chateau de Meursault Charmes Dessus Meursault Premier Cru - 2016,du Dessus,1860106.0,2016,2016,200.0,£ 660
Domaine Dublere Volnay Les Pitures Premier Cru - 2016,du Dessus,1860106.0,2016,2016,200.0,£ 420
Domaine Jayer Gilles Echezeaux du Dessus Grand Cru - 2016,du Dessus,1860106.0,2016,2016,200.0,"£ 5,165"
Domaine Michel Noellat et Fils Echezeaux du Dessus Grand Cru - 2016,du Dessus,1860106.0,2016,2016,200.0,"£ 1,796"
Domaine Paul Pernot Beaune Clos du Dessus des Marconnets - 2016,du Dessus,1860106.0,2016,2016,200.0,
Domaine Pierre Labet Beaune Clos du Dessus des Marconnets Blanc - 2016,du Dessus,1860106.0,2016,2016,200.0,£ 410
F X Pichler Durnsteiner Kellerberg Riesling Smaragd - 2011,Durnsteiner Kellerberg Riesling Smaragd,1314784.0,2011,2011,41.67,£ 691
Delas Freres La Landonne Cote Rotie - 2001,Landonne,1111426.0,2001,2001,115.0,"£ 1,610"
Domaine Jean-Michel Gerin La Landonne Cote Rotie - 2001,Landonne,1111426.0,2001,2001,115.0,"£ 2,232"
Domaine Rene Rostaing La Landonne Cote Rotie - 2001,Landonne,1111426.0,2001,2001,115.0,£ 963
E. Guigal Assortment: La Landonne - La Turque - La Mouline Cote Rotie - 2001,Landonne,1111426.0,2001,2001,115.0,"£ 2,964"
E. Guigal La Landonne Cote Rotie - 2001,Landonne,1111426.0,2001,2001,115.0,"£ 3,000"
Bernard Moreau Volnay Santenots Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,
Domaine Arnaud Ente Volnay Santenots du Milieu Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,"£ 1,654"
Domaine Bernard et Thierry Glantenay Volnay Les Santenots Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,£ 528
Domaine Darviot-Perrin Volnay Les Santenots Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,"£ 1,368"
Domaine des Comtes Lafon Volnay Santenots-du-Milieu Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,"£ 2,180"
Domaine Faiveley Volnay Santenots Volnay Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,
Domaine Jacques Prieur Meursault Santenots Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,
Domaine Jacques Prieur Volnay Clos de Santenots Monopole Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,£ 756
Domaine Jacques Prieur Volnay Santenots Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,
Domaine Leroy Volnay Les Santenots du Milieu Premier Cru - 2010,Santenots,1044618.0,2010,2010,434.17,
Bernard Moreau et Fils Les Caillerets Chassagne-Montrachet Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,
Bernard Moreau Volnay Les Caillerets Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,£ 636
Bernard Morey et Fils Chassagne Montrachet Les Caillerets Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,
Bouchard Pere et Fils Volnay Les Caillerets Ancienne Cuvee Carnot Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,£ 623
Bouchard Pere et Fils Volnay Les Caillerets Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,£ 513
Caroline Morey Chassagne-Montrachet Les Caillerets Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,"£ 1,236"
Charles Van Canneyt Les Caillerets Puligny-Montrachet Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,£ 801
Domaine Amiot Guy et Fils Chassagne-Montrachet Les Caillerets Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,£ 561
Domaine Bachelet Ramonet Chassagne-Montrachet Les Caillerets Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,
Domaine Bernard et Thierry Glantenay Volnay Les Caillerets Premier Cru - 2014,Caillerets,1018347.0,2014,2014,95.0,£ 792
Bouchard Pere et Fils Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,£ 980
Chanson Pere & Fils Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,"£ 1,334"
Domaine Alain Hudelot Noellat Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,"£ 1,920"
Domaine Arnoux-Lachaux Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,"£ 2,541"
Domaine Berthaut-Gerbet Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,
Domaine Carre Courbin Burgundy Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,£ 959
Domaine Confuron-Cotetidot Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,"£ 1,130"
Domaine De L'Arlot Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,"£ 1,310"
Domaine du Comte Liger-Belair Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,"£ 15,155"
Domaine Francois Lamarche Vosne-Romanee Les Suchots Premier Cru - 2016,Suchots,1037441.0,2016,2016,200.0,"£ 1,221"
Shafer Vineyards Relentless Shiraz Napa Valley - 2012,Relentless,1123278.0,2012,2012,69.17,£ 830
Abadia Retuerta Pago Garduna Castilla y Leon VdIT - 2006,Syrah,1111989.0,2006,2006,220.0,£ 749
Adelaida Anna s Vineyard Syrah Paso Robles - 2006,Syrah,1111989.0,2006,2006,220.0,
Adelaida Glenrose Vineyard Syrah Paso Robles - 2006,Syrah,1111989.0,2006,2006,220.0,
Adelaida Syrah Paso Robles - 2006,Syrah,1111989.0,2006,2006,220.0,
Adelaida Viking Estate Syrah Paso Robles - 2006,Syrah,1111989.0,2006,2006,220.0,
Alain Verset Cornas - 2006,Syrah,1111989.0,2006,2006,220.0,
Alban Vineyards Lorraine Syrah Edna Valley - 2006,Syrah,1111989.0,2006,2006,220.0,
Alban Vineyards Reva Estate Syrah Edna Valley - 2006,Syrah,1111989.0,2006,2006,220.0,"£ 2,940"
Alban Vineyards Seymour's Syrah Edna Valley - 2006,Syrah,1111989.0,2006,2006,220.0,"£ 2,640"
Alban Vineyards Syrah Central Coast - 2006,Syrah,1111989.0,2006,2006,220.0,
Domaine Camus-Bruchon et Fils Savigny les Beaune Aux Grands Liards Vieilles Vignes - 2017,Grands Liards,1020418.0,2017,2017,25.0,£ 252
Domaine Lebreuil Savigny-les-Beaune Les Grands Liards Cote de Beaune - 2017,Grands Liards,1020418.0,2017,2017,25.0,£ 252
Domaine Simon Bize & Fils Savigny-les-Beaune Aux Grands Liards - 2017,Grands Liards,1020418.0,2017,2017,25.0,£ 300
Patrick Javillier Savigny-les-Beaune Les Grands Liards - 2017,Grands Liards,1020418.0,2017,2017,25.0,£ 348
Domaine Yvon Clerget Volnay Clos du Verseuil Monopole Premier Cru - 2016,Clos Verseuil,1227628.0,2016,2016,51.67,£ 640
Domaine Henri Bonneau Celestins Reserve Chateauneuf du Pape - 2011,Reserve Celestins,1426252.0,2011,2011,220.0,"£ 2,485"
Domaine Alain Hudelot Noellat Nuits Saint Georges Le Bas de Combes Premier Cru - 2017,Bas Combe,1149140.0,2017,2017,35.0,£ 420
Domaine Jacques Cacheux Nuits-Saint-Georges Aux Bas Combes - 2017,Bas Combe,1149140.0,2017,2017,35.0,£ 349
Domaine Jean Tardy Nuits-Saint-Georges Aux Bas de Combe Vieilles Vignes - 2017,Bas Combe,1149140.0,2017,2017,35.0,£ 758
Delas Freres Bessards Hermitage - 2014,Bessards,1111497.0,2014,2014,75.0,"£ 1,050"
Domaine du Cellier aux Moines Clos du Cellier aux Moines Givry Premier Cru - 2015,Clos Cellier Moines,1039386.0,2015,2015,27.0,£ 360
Domaine Joblot Clos du Cellier Aux Moines Givry Premier Cru - 2015,Clos Cellier Moines,1039386.0,2015,2015,27.0,£ 253
René et Vincent Dauvissat-Camus La Forest Chablis Premier Cru - 2015,Forest,1316195.0,2015,2015,5.67,£ 780
Vincent Dauvissat La Forest Chablis Premier Cru - 2015,Forest,1316195.0,2015,2015,5.67,£ 780
Benjamin Leroux Volnay Les Mitans Premier Cru - 2017,Les Mitans,1742455.0,2017,2017,40.0,£ 622
Domaine Christophe Vaudoisey Les Mitans Volnay Premier Cru - 2017,Les Mitans,1742455.0,2017,2017,40.0,£ 445
Domaine de Montille Volnay Les Mitans Premier Cru - 2017,Les Mitans,1742455.0,2017,2017,40.0,£ 870
Domaine Michel Lafarge Volnay Les Mitans Premier Cru - 2017,Les Mitans,1742455.0,2017,2017,40.0,"£ 1,100"
Domaine Rebourgeon Mure Les Mitans Volnay Premier Cru - 2017,Les Mitans,1742455.0,2017,2017,40.0,
Domaine Yvon Clerget Les Mitans Volnay Premier Cru - 2017,Les Mitans,1742455.0,2017,2017,40.0,£ 513
Louis Latour Les Mitans Volnay Premier Cru - 2017,Les Mitans,1742455.0,2017,2017,40.0,£ 564
Delas Freres La Landonne Cote Rotie - 2016,Landonne,1116056.0,2016,2016,76.67,"£ 1,176"
Domaine Jean-Michel Gerin La Landonne Cote Rotie - 2016,Landonne,1116056.0,2016,2016,76.67,"£ 1,768"
Domaine Rene Rostaing La Landonne Cote Rotie - 2016,Landonne,1116056.0,2016,2016,76.67,"£ 1,008"
E. Guigal Assortment: La Landonne - La Turque - La Mouline Cote Rotie - 2016,Landonne,1116056.0,2016,2016,76.67,"£ 4,627"
E. Guigal La Landonne Cote Rotie - 2016,Landonne,1116056.0,2016,2016,76.67,"£ 2,500"
Albert Bichot Chambolle Musigny Les Amoureuses Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,"£ 2,500"
Albert Bichot Chambolle Musigny Les Chabiots Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 697
Albert Bichot Chassagne Montrachet Le Morgeot Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 576
Albert Bichot Chassagne Montrachet Le Vide Bourse Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 948
Albert Bichot Domaine du Clos Frantin Vosne-Romanee Les Malconsorts Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,"£ 1,300"
Albert Bichot Domaine Long-Depaquit Les Beugnons Chablis Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 240
Albert Bichot Domaine Long-Depaquit Les Lys Chablis Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 306
Albert Bichot Domaine Long-Depaquit Les Vaillons Chablis Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 217
Albert Bichot Domaine Long-Depaquit Les Vaucoupins Chablis Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 312
Albert Bichot Domaine Long-Depaquit Montee de Tonnerre Chablis Premier Cru - 2018,1er,1036402.0,2018,2018,73.33,£ 336
Sine Qua Non Ratsel Syrah - 2016,Ratsel Syrah,1766714.0,2016,2016,241.67,"£ 3,400"
Sine Qua Non Dirt Vernacular California - 2016,Dirt Vernacular Grenache,1725166.0,2016,2016,230.0,"£ 3,108"
Domaine Arnoux-Lachaux Nuits-Saint-Georges Clos des Corvees Pagets Premier Cru - 2014,Clos Corvees,1053427.0,2014,2014,895.0,£ 786
Domaine de la Vougeraie Nuits Saint Georges Clos de Corvees Pagets Premier Cru - 2014,Clos Corvees,1053427.0,2014,2014,895.0,£ 624
Domaine Prieure Roch Nuits-Saint-Georges Clos des Corvees Premier Cru - 2014,Clos Corvees,1053427.0,2014,2014,895.0,"£ 6,109"
